exchange,chain,block_height,ts,address,contract_name,contract_address,contract_ticker_symbol,balance
binance,bsc,17599753,2022-05-07 14:59:38,0x9fe5f1eef7e22691a7f0df3aa0dddbf64a993169,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x8899c6ff7e736b189432240725562faf5b71edfb,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x1e2fa60ede23aa6c2d6bd3c30284c5211e60ed61,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x4978ac7010fafb0846348cad94c3dfc082395c45,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x78749436bb608bd4ab42f743938acbc0f8c2ae03,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x137c0cac0b474a66cc6c116487748c333cee53ff,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x3f657f8699a5ee5f9dc0eacf50dbbee588a26b34,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0xbac8a5336fdd036eaa000439485f66aec3d2822c,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x07902441c48bdffcd6a3ef985ad1886e6b17ce6d,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x6f4db6e8508cd067dd973222de42060cc0d77b08,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x5133fbb78eda590c3af4d771bcf1b5962ae49f13,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x2f2b4f8ad2282ee998fa744aa654ce696e1c5222,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x982887b9134fb4f28f8c816b41281f7b414aa448,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x3f4b9851f4aed836ef860dc0db1bcfbcc4fed650,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x5736f9bdfc4bf225117311c85ffd0e6303f7cfee,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x3b9bde46ec037b2ac8928dd38f68487c58767ad0,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0xd0c3d702d68b43e332228c6cac317aedd10a994e,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0x2dbb9dfbed79c2e64c06d75bb73ef2a5f04a9a0a,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0xfd07485512c897253dbd757634b1552c1ca860a7,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0xac589803981ea811d6137e146b85b1e534747373,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,49
binance,bsc,17599753,2022-05-07 14:59:38,0xcf0fd33f4adb00b80f58970034dbe80e52f68dd8,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.96633786
binance,bsc,17599753,2022-05-07 14:59:38,0x83d822fc640df764117b20bc70d4b06050b0df98,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.93621396
binance,bsc,17599753,2022-05-07 14:59:38,0xf315d7a0aafab7cf18409f4e2009cadfdb28b006,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.80054613
binance,bsc,17599753,2022-05-07 14:59:38,0x076cd12080508553a24f5b93bad72ef1e7355a67,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.7455
binance,bsc,17599753,2022-05-07 14:59:38,0x295fcc990afee0a54ecba3a905bcda62629d457c,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.646212
binance,bsc,17599753,2022-05-07 14:59:38,0x5bc9d60a94cfaed2fb1d7906f32ab155b632f4dc,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.64
binance,bsc,17599753,2022-05-07 14:59:38,0x151321885fc7a10aefba30a15755d7def6d63e7c,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.59164883
binance,bsc,17599753,2022-05-07 14:59:38,0x5ebfa31944ab0bb266cf41bb6469622faf3f6ae4,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.49220855
binance,bsc,17599753,2022-05-07 14:59:38,0xb12af2e1d41522eecfc5f90f2eeb4c1716c7bb5c,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.45
binance,bsc,17599753,2022-05-07 14:59:38,0xfa2528eb78be5b7c6f0284d701cd15fbe6a7f531,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.31
binance,bsc,17599753,2022-05-07 14:59:38,0x4a1698808115d83729bd47a996fbeab0f8fac13c,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.23134001
binance,bsc,17599753,2022-05-07 14:59:38,0xdf89c78e64c48b540bc7a6284a4b1edbe3b6e56b,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.1959
binance,bsc,17599753,2022-05-07 14:59:38,0x35984f754b04a86d349efa93ad350bb82c21a040,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.1783
binance,bsc,17599753,2022-05-07 14:59:38,0x953d13366c0ecf193f1c51fa2d14b7dd47edaec0,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.1578
binance,bsc,17599753,2022-05-07 14:59:38,0xace46e26a1fb2fa4adab05e24f12307844416013,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.1523
binance,bsc,17599753,2022-05-07 14:59:38,0xb8adf83ffa54556e11f283cba5cabe3198bf78db,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.12146891
binance,bsc,17599753,2022-05-07 14:59:38,0x5fe668918e287d556ffe18f27d0c8cbb69e21fc9,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.03
binance,bsc,17599753,2022-05-07 14:59:38,0x5de4a55b5e5df4a2e6da93bd3089aac81e27418e,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48.02764344
binance,bsc,17599753,2022-05-07 14:59:38,0xcffcd6ad7fd0d9b0627ffe1e626b753dd5289cd0,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48
binance,bsc,17599753,2022-05-07 14:59:38,0x113654231c087e465b3caa49ea4b1b77ee7a8231,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48
binance,bsc,17599753,2022-05-07 14:59:38,0xcafc26a94bb6d4af86b07ccc0ac460a750c6dc6f,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48
binance,bsc,17599753,2022-05-07 14:59:38,0x31ea4c7b9cb6be200e56a83d8244d22a6cf36529,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48
binance,bsc,17599753,2022-05-07 14:59:38,0xfc923117ed98f41f656852d691598d102161fd04,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,48
binance,bsc,17599753,2022-05-07 14:59:38,0xc5cd12149346c710753c40888d1dd28f2d0281a4,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.98
binance,bsc,17599753,2022-05-07 14:59:38,0x297922abc69b63c768fc04258dd40c8d4971348d,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.89349492
binance,bsc,17599753,2022-05-07 14:59:38,0xfdf2c003848d203de7340c0728507cca4aaf52af,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.85339
binance,bsc,17599753,2022-05-07 14:59:38,0x2b92b068cc351a96096cf0f3f75f704d36343f46,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.85
binance,bsc,17599753,2022-05-07 14:59:38,0x0fffa20c47a453b58000f20ff3f1a1e57e09e4f6,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.7734
binance,bsc,17599753,2022-05-07 14:59:38,0x8c60419aca91633430aa28c807be3ed26f9771e4,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.7690176
binance,bsc,17599753,2022-05-07 14:59:38,0x962c6688a5eb50337333090fdb2080a8fc673930,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.752248
binance,bsc,17599753,2022-05-07 14:59:38,0x38e09c74806cb4fe0be3af2be1867cd36c794a52,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.71496324
binance,bsc,17599753,2022-05-07 14:59:38,0x371140e4d142f1603ac5055e1cc05708e7803d25,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.709545
binance,bsc,17599753,2022-05-07 14:59:38,0x01bd5113bd4e6ff473bc6f6b1ba21473c02902e9,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.7
binance,bsc,17599753,2022-05-07 14:59:38,0x524cd2165ee539e43e0d9807ff5959ddf8de0c7f,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.60994226
binance,bsc,17599753,2022-05-07 14:59:38,0x432471e168f5ff5d0d25fcc6ce6ccd7c874e82c1,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.58376
binance,bsc,17599753,2022-05-07 14:59:38,0x9320dead06f72aa4ff13ea4f6f50822f9643dab7,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.5358
binance,bsc,17599753,2022-05-07 14:59:38,0x14ce42fb89df3c5950d6ba83ef2c54945e5b56b2,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.529112
binance,bsc,17599753,2022-05-07 14:59:38,0x5f5c15489e500fbc4c8bdd759c94f761a51d754b,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.52
binance,bsc,17599753,2022-05-07 14:59:38,0x53c71a02306b460ae2198efb444f82a4c32c11ad,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.46904705
binance,bsc,17599753,2022-05-07 14:59:38,0x90f814da251e436d0098ab9b4faf8feee8926216,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.28
binance,bsc,17599753,2022-05-07 14:59:38,0xd848a4e1ed9c9b44e292fa807aab52de304972a7,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.256188
binance,bsc,17599753,2022-05-07 14:59:38,0xd1c5f242ca1fc9045fe13bcd7adaf70266212ba8,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.22160622
binance,bsc,17599753,2022-05-07 14:59:38,0x9cebd2fb94b70ea365c00e805cda55d516a02fce,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.12
binance,bsc,17599753,2022-05-07 14:59:38,0xfaa131a9d04f6d6ac8545566ee0edf00f6add0bb,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47.049
binance,bsc,17599753,2022-05-07 14:59:38,0xcbc37a20299dc948842da8e7d102de3cb8eafaec,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47
binance,bsc,17599753,2022-05-07 14:59:38,0x5989c2c51dc6ae89e33bea03041973dabe4c2c02,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47
binance,bsc,17599753,2022-05-07 14:59:38,0x62bc04c175f4ef61ef0c97b342c83f0dd5873015,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,47
binance,bsc,17599753,2022-05-07 14:59:38,0x8fbcbeabf5d9520e0936de6c8fda809dcd90b5e8,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,46.87381079
binance,bsc,17599753,2022-05-07 14:59:38,0xa0931c0621189806abf5528b74fdd804377e0716,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,46.828759
binance,bsc,17599753,2022-05-07 14:59:38,0xbad262a8c5a2446c9f536c236eefa7d57f2938e4,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,46.8036
binance,bsc,17599753,2022-05-07 14:59:38,0x1f455c1786219bd01ee9558e4c96a0b7be9587d0,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,46.43981278
binance,bsc,17599753,2022-05-07 14:59:38,0x402c2dd073b0226da488e290dec8078fb874557a,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,46.35109646
binance,bsc,17599753,2022-05-07 14:59:38,0x9d5738fc6f9e1da2d7038617c7def507849033d3,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,46
binance,bsc,17599753,2022-05-07 14:59:38,0x8fd8213e2c3fce6314bf01f7d3314355c043c3f5,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.983611
binance,bsc,17599753,2022-05-07 14:59:38,0x9a928f5b1fc3c3958099f6425fa2b87a869c2a9a,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.88916048
binance,bsc,17599753,2022-05-07 14:59:38,0x2d81cabb679a3055095df63bcd7ebacd3180ccd4,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.8
binance,bsc,17599753,2022-05-07 14:59:38,0x776afcb3052b5ed19d56151a7239e921fea7ae9b,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.77833795
binance,bsc,17599753,2022-05-07 14:59:38,0x951e6e2c1ae80801159e96a88cd5668972382557,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.75575868
binance,bsc,17599753,2022-05-07 14:59:38,0xe8c0a2faaf8be7ebb828f06b2a0d29292d00e306,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.63
binance,bsc,17599753,2022-05-07 14:59:38,0x0f51bb87870ba161baad9f88d3322f7a076162e8,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.54775398
binance,bsc,17599753,2022-05-07 14:59:38,0x503291e26cf58844ded84e33b0ebba93ab5f0039,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.5396
binance,bsc,17599753,2022-05-07 14:59:38,0xa2c6654df3c1cf85d0e2f174cbb265bb26259692,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.49
binance,bsc,17599753,2022-05-07 14:59:38,0x7b68a9e35116775fba6178c78f01f6971a6bdb88,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.483305
binance,bsc,17599753,2022-05-07 14:59:38,0x1826cf489b9b23228f6753651995e59eee66da9e,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.4756
binance,bsc,17599753,2022-05-07 14:59:38,0x13f46d4958d1c230753850e4e1c6628c10207c47,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.36311
binance,bsc,17599753,2022-05-07 14:59:38,0x4985bb949b3588ba58b6a8519ce1ce085edb5c71,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.33861208
binance,bsc,17599753,2022-05-07 14:59:38,0x5555a29e748eb296c6e6169d88b329f225fe8a34,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.0753
binance,bsc,17599753,2022-05-07 14:59:38,0x237506d9095fed772a1e977fad2867393f359773,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.063092
binance,bsc,17599753,2022-05-07 14:59:38,0xb7fc1fc01902b08dd319ed90bd592a4d3aebd6cf,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.055
binance,bsc,17599753,2022-05-07 14:59:38,0xb9398b2f73b671150c76aa680420c56fab69acd9,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45.00000079
binance,bsc,17599753,2022-05-07 14:59:38,0xfe549f5eaae79e485d6e885718690ec222494a44,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45
binance,bsc,17599753,2022-05-07 14:59:38,0x5563bf95545511fe1063a9c30377d81a51e44df5,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45
binance,bsc,17599753,2022-05-07 14:59:38,0x45896783ff4a12c7e0c11e678c7b72b62150da2d,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45
binance,bsc,17599753,2022-05-07 14:59:38,0xa7aa4666033e50632a8a4f58446ea55a70a69aef,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,45
binance,bsc,17599753,2022-05-07 14:59:38,0xab41c84cd5282bc8fd9f9c5f9986d26a092a59c6,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.9699
binance,bsc,17599753,2022-05-07 14:59:38,0x7f349248cc6c2086736e72579b4cd08889f42d2a,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.967892
binance,bsc,17599753,2022-05-07 14:59:38,0x0447b7a7582bf89abe26b4bdfbaac999f00b0022,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.90604
binance,bsc,17599753,2022-05-07 14:59:38,0x36cdb1ba85855432c1bbb36f4ba654ba27a2ede4,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.897
binance,bsc,17599753,2022-05-07 14:59:38,0xbe2d2a45236823746e2042cfbed9dc644d8e494a,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.87
binance,bsc,17599753,2022-05-07 14:59:38,0x108bb4644afe6c0e96524f26612ec32b7076d233,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.83
binance,bsc,17599753,2022-05-07 14:59:38,0x442edb77c6e5c89e6d303800901eecfbd12feeee,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.75432641
binance,bsc,17599753,2022-05-07 14:59:38,0xe36c7c19ed9a7b3a0846223bb070653327bd2bbe,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.6
binance,bsc,17599753,2022-05-07 14:59:38,0x20dc63f9a9ad6b93536170fe034e9c92bc41d311,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.5678
binance,bsc,17599753,2022-05-07 14:59:38,0x9cd1b6920219ca8b575cff15f036f08a60b8b853,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.54945097
binance,bsc,17599753,2022-05-07 14:59:38,0x487ff1442f0d198d373fec7fc7573ce07e354e60,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.5096302
binance,bsc,17599753,2022-05-07 14:59:38,0x1134d1c0b3b6f1e74fbe697a51f72731a0239948,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.45911
binance,bsc,17599753,2022-05-07 14:59:38,0x73428253e5ee8a82f88485cd6af9660262b0b762,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.3475
binance,bsc,17599753,2022-05-07 14:59:38,0x4f8732c45db87713bf6ca8e315c20f97696d4612,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.30363212
binance,bsc,17599753,2022-05-07 14:59:38,0xddc8c3779e377ca1d4b9f2339e9cc66f1473afdf,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.2
binance,bsc,17599753,2022-05-07 14:59:38,0x0565f6c9622f619e7edc928e36eab2ed97c29b72,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.159
binance,bsc,17599753,2022-05-07 14:59:38,0x6ade6f77cb0a81488641f2c6e62ecaff0ef65d8b,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.10464834
binance,bsc,17599753,2022-05-07 14:59:38,0xde50e033ce5c5c5f5023f69fd75bc06d9260dd7a,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.00000019
binance,bsc,17599753,2022-05-07 14:59:38,0x831e233717e26b8e7a6e9122fa96a8df9b6fb71a,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44.00000004
binance,bsc,17599753,2022-05-07 14:59:38,0x7e78768af0c4d1e9ebcffdf034ec3a97c9cc537b,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44
binance,bsc,17599753,2022-05-07 14:59:38,0xd4f2b72d80d1a7b7af77509b823853ed6ba252e3,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44
binance,bsc,17599753,2022-05-07 14:59:38,0xb56e023eba0109b34074184fb0b837891f3d3e00,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,44
binance,bsc,17599753,2022-05-07 14:59:38,0x7c73b14d59831920829cf3866542c5772a12914a,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.98296143
binance,bsc,17599753,2022-05-07 14:59:38,0x45738c3d292f3c9be0ab16f04ec64bea90a41635,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.95671898
binance,bsc,17599753,2022-05-07 14:59:38,0x70e66f65a968c388f6ac3fe47822054568f06cbe,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.93478197
binance,bsc,17599753,2022-05-07 14:59:38,0x16c61872ce2d11156a227ba36bed39a13b2e56d9,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.84042087
binance,bsc,17599753,2022-05-07 14:59:38,0x4ba99f620c42edb8e4980f9f13b9f46be2e4cf9e,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.68109216
binance,bsc,17599753,2022-05-07 14:59:38,0x4090881bd32f2c262135ee9eede3245690ebdd7d,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.57807447
binance,bsc,17599753,2022-05-07 14:59:38,0x11f43fd6fb6566bab781778004fe3be993558a32,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.50772146
binance,bsc,17599753,2022-05-07 14:59:38,0x00b5c3febc12a6bcd656e5489d7253bab4d3a900,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.44060209
binance,bsc,17599753,2022-05-07 14:59:38,0x7fc914ef452c0ddd9965786ede276db566973f63,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.4176
binance,bsc,17599753,2022-05-07 14:59:38,0x04534f7d33377091b757c335e9c1434b2ba6d761,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.31464194
binance,bsc,17599753,2022-05-07 14:59:38,0x9e474805b3c70066af8c6d7ffbaf64a17bb1007e,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.29768401
binance,bsc,17599753,2022-05-07 14:59:38,0x51984ec12d7b08b6fa158d8d333f6726e5566add,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.29
binance,bsc,17599753,2022-05-07 14:59:38,0x1f0747b7ae2ef0e27fb211e29de2ea94889a669b,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.2
binance,bsc,17599753,2022-05-07 14:59:38,0x0c11801764b6408a958c82e5ff481b16d1a2be28,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.12806152
binance,bsc,17599753,2022-05-07 14:59:38,0xb7a0b9f05791dd49f94b704ac2282f14f95ead4a,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43.0494497
binance,bsc,17599753,2022-05-07 14:59:38,0x8de7c0e9e97f955cde09675ea4869709b557ac86,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,43
binance,bsc,17599753,2022-05-07 14:59:38,0xbabeba0ec9dc894d3c2ac6c8792f863ef08f7c6f,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,42.92510817
binance,bsc,17599753,2022-05-07 14:59:38,0xa2d57642ee3893fac889d620de3e0203c3e6cb15,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,42.71920353
binance,bsc,17599753,2022-05-07 14:59:38,0x24a802ec8b7f9e59660b46c1f07c19be65aa5eca,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,42.63524666
binance,bsc,17599753,2022-05-07 14:59:38,0xb6dc0e72ebc195372d87ff92b3d932c02ebedba7,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,42.58
binance,bsc,17599753,2022-05-07 14:59:38,0xd31ea8b30e7122cd3329757f3317901ac1c399a9,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,42.54
binance,bsc,17599753,2022-05-07 14:59:38,0x7c43db7e1b8210a6a3ebcdb5b51028577d77d64b,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,42.43551611
binance,bsc,17599753,2022-05-07 14:59:38,0x5fd33667d9428821e94c98e2086fac9d6c9eb3e2,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,42.36094958
binance,bsc,17599753,2022-05-07 14:59:38,0x573ccb8494cdfca6fe2ebd277acf595d9aa26e57,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,42.3566
binance,bsc,17599753,2022-05-07 14:59:38,0xa95b5ef636b4a901e21d06e0d3105fa411f3be51,Wrapped UST Token,0x23396cf899ca06c4472205fc903bdb4de249d6fc,UST,42.31028
