exchange,chain,block_height,ts,address,contract_name,contract_address,contract_ticker_symbol,balance
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x71049e3ebb7c52f66ae82897dd38f6b2523849a2,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xb867ff7222c2576f8f4576d3e03963834a7c4a8b,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x668bd9b6f8e761d1031cff1d4c1375e7846158ac,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x38a2a0598f6537e697f1230264e53dc2b612eba0,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xfd5e55c04ed420daeb595edb4df630fa437440dd,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xb7c278f25e7afd31b54dca237af07177f588366c,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x7d44073dd10dfeb97c4b1ada89df91d07c94dd8d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x0ebd084c1b684616e2c24237be34e51fefb40cfa,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x42f1827a64254851c43036417e07aebef0498dd9,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x0352760c30bcff7f70a91dead3c33c444438a2f0,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x02fe9cebac2bfdf3e8a8b84166a1d9aabfb30b33,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x2bc776b9e317ae5e9486421a0206996782869095,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x4e5a9b18645faf11a7dc5153937701f6f64c503d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xabd9d0ca49115fcd91000b2e21389d6bf2a025fb,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x9613ea7ee5a03dbd970a584cb7a304a135055f73,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xb4dcee6cb4d2b82638315bdc362627784cac3d71,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x4e88987348547275a257ecf7248cd09280072d32,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x40cf9c7b8e68f4eed0d826da61721a52e5621750,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xf46fd3e6751903929497967c003d37c18af5a4aa,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x4a933a8895f3c72884f35932deaed90b9c8642e2,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xc1627061a2069b98bb17da72ace8d3ced5c5c18d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x985ef46654bf17259f7750bdba4767dccd270158,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xdf2da6e633d0d23a954df96022abcb91c532060d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x01f4e8c1bdc869338f248cd5ac89c70177161c8a,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xfac513876af5b7889a1e12d655c79b81fd5d096b,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xedd068a7bf768b37becfcc05c87e086f4cae10fd,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xda4236ca2a493311adc635c0fa54ce1606a65cca,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x0fb99b2e945ad0286082527745b0ac644810651d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x2c31c3e568235c230cd0e8f070176b5a2dde3f40,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x2c246aac23fdf851aa3953f258cde75ea0c773ef,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x990a8f305437905839a7e6cd3cf8dfb9a0493b25,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xaadd551fcb2ffc08cfe54004026004f6b5537708,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x01474ef407596f09a254b8965ffadb84deaf21a9,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x6ac30124fdd1593aefa8ce5ec2551fbca16324fd,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xb340e33320747c9acfee594ee61e5c96bc03ec2d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x733ed82f9df8a1e02ac6ac0e9ae5df6e74fbf359,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x655ddb68c34dfd9350d52c9b632a27c3612da76f,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xc33c15f83d3b27b22a89623ae9d5a694f84b7fec,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x1523e8fb3f5d838069ca016d7df0440b3999ef57,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x7f69b92445a465bbef2d40cdb0ed07d1dbb407dd,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x48fcbc286a901b59df44f102cbec89bf73b8962b,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x949811bfaf11eb958c429663fe31e0b28a3e3d8a,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x960f24b7ce2084051e23b07dd7ec5d5bdf227786,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xb7c54d2b3cec608a1892b9d8a4aa9d74f349c081,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x6a10d4e3360a0671fb6e7a419be478a87806457d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
binance,ethereum,14730462,2022-05-07 14:59:39,0x79b1662249dd926a77c6d3956e45dd829f30b0ed,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x4e2a42a079939c15baa96616f208b0cece72cd98,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
binance,ethereum,14730462,2022-05-07 14:59:39,0x406ecf648fb6caf39d4ae941e48c6b41200ec081,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,2
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x8ee299c5c3c65ef04d5cad8324ada6616de839f8,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.9990005
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xedda7814399a5918ae8f0623d74da1e3114f9547,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.9990005
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x28ee2628c75f90ac4ecd851c3dd62c1c25ba4c97,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.99700449
binance,ethereum,14730462,2022-05-07 14:59:39,0x4038aacf729cf9dbe7099aab0319a15874c2af24,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.99104032
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xfcab68588f1e0c7208be0b655778d46c8c7d0060,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.99
binance,ethereum,14730462,2022-05-07 14:59:39,0xd88c119957a8a29186be7ceacd7bd72cf20dcb26,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.98997475
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x567ab7b43e9f1dc8b514d377e03ac40b2ca5053b,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.97703445
binance,ethereum,14730462,2022-05-07 14:59:39,0x7f6c34d37bf31427211e70c304609c78ffacc08a,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.97642067
binance,ethereum,14730462,2022-05-07 14:59:39,0x0ac44d1001123b80d5620657f85ad15e6a83b26d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.91819572
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xd0d6be48873288ddd028729155a6cf161f83f7ef,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.9
binance,ethereum,14730462,2022-05-07 14:59:39,0x2343dde01fb928241b23ee64da5f81a83d8eb406,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.89293302
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xf5445f83c1ec495824743100929095ec592112d2,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.87561512
binance,ethereum,14730462,2022-05-07 14:59:39,0xff7a0f0df7e8ab614454462205bc7c9c4d8f9f12,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.86633427
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x9b29791c8b3933851b48df6d5a4f3a2e5e13eaab,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.85366316
binance,ethereum,14730462,2022-05-07 14:59:39,0x42ce69572304fab2956ce330311db2aa3d8fcaf7,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.825166
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x32ff785b8e22e6caf2039ffd9c809ac5b7b4bb88,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.8
binance,ethereum,14730462,2022-05-07 14:59:39,0x6f6ef564bc99b4d0526ab81ddd7762259b14576d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.76027599
binance,ethereum,14730462,2022-05-07 14:59:39,0x5322e716929f057877bb0a87b4c894d9908e9121,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.73647484
binance,ethereum,14730462,2022-05-07 14:59:39,0x3f7abcbe1992c0965c6e4ff0739bf055e799888c,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.72748
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xcbdb8e111f1d3833018c5fdc98dc21db8aa509c5,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.68909972
binance,ethereum,14730462,2022-05-07 14:59:39,0x438c1de8bc83276e13c563897a2f654ebcb138b0,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.68442144
binance,ethereum,14730462,2022-05-07 14:59:39,0x117621a6bd8b24967ab3048782d960bf33c92e13,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.65947252
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x78daa5cf0ce672b33f7367749d1c479d3c8439fa,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.612106
binance,ethereum,14730462,2022-05-07 14:59:39,0x00ab1647e3b778a31a68e598c0be1086c64a677d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.61085337
binance,ethereum,14730462,2022-05-07 14:59:39,0x7a2ae2969644eb1e3d2beef07f26621b871c8ff4,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.58260026
binance,ethereum,14730462,2022-05-07 14:59:39,0x178041ba94b68564b6469e9faaeeb1419bed7cb8,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.57078539
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x69177283926da06f69e8676962c1d2b5508e5113,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5670027
binance,ethereum,14730462,2022-05-07 14:59:39,0x477ff14a7614c7046c1ba6ba32be4e77b098b4b4,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.52171254
binance,ethereum,14730462,2022-05-07 14:59:39,0x7b2ad1243f22e1722e25bd37fc20cb2c444366c9,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.51629897
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xaccdc7f37dbbc2cd16f3c47081212aaa4ac20f78,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.508366
binance,ethereum,14730462,2022-05-07 14:59:39,0x89b37c244fce601ec5fa642ae38c1ab18e6cc4d6,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.50500282
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x0d43bd6918b4867a8a74d62df731e608dee84de0,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xc4206c728b835883074d0132d71115b1eb774c04,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x59d59e58e2502c6ad5d2a912210e1bab5cdd8996,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xde0ce6896c5fdf78f59beba87e22b46be4e2b036,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xa4687031d1a3bbc906058ed28f2b46cf2b58d0f2,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xed2a46b20825004fd8da1f11a587269d3387b0e3,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xdfa9144b25d982856ad1934903f3c78c7b724dc4,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x2786f81dc96dda1fdb5998e28dca48f56f5afc75,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xb7a6cdd6674a37efb6cd7bfd88c899320fc5ae93,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xb19fd2f28dd9e0e17b4d40c0817f53bf88ee24bb,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x6d6d9249e9172d358518861ae96a1754bf973480,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x6cb066d09a68db68d45b9d05fce1ba06d9d0e143,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.5
gate,ethereum,14730462,2022-05-07 14:59:39,0xaf5604c0aad308841228d4b2929ea9b66fc6c81d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.484716
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xc54f1c4bda2f2a7fa2ea6ef9900417dfa93f8b4f,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.48457236
binance,ethereum,14730462,2022-05-07 14:59:39,0x9bb9010a4f35fc8a745477ef8352cd8104026c03,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.44092417
binance,ethereum,14730462,2022-05-07 14:59:39,0xc00890913b988324d8e43e7ad5e0fed60fd69264,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.426759
binance,ethereum,14730462,2022-05-07 14:59:39,0x65efe78b58dd96e5b4fb032a7468eadb0effc646,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.420059
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x1c504f424e1a0037104522ab72a80629c8f996fb,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.39979999
binance,ethereum,14730462,2022-05-07 14:59:39,0xd38e591cb6d3d1f2fc249d25663cfe254f524222,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.3817679
binance,ethereum,14730462,2022-05-07 14:59:39,0x1a37bcaf11ba8c64ca1d27827a04eb986f5b7dfa,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.35934724
binance,ethereum,14730462,2022-05-07 14:59:39,0x1217d5d339310122c1bc03ca2da7a6475f1efa42,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.34932534
binance,ethereum,14730462,2022-05-07 14:59:39,0x6830ceedf54ea223f96201fc9b6b1730b9c1baeb,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.3474458
binance,ethereum,14730462,2022-05-07 14:59:39,0x27169dc88564a85009b6bd26f2c0e9ee5e489039,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.26730761
binance,ethereum,14730462,2022-05-07 14:59:39,0x4901c2d33a2eaca6cd4d06b5c28d6aa2875a82b5,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.23499476
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x18678880c05854f6fcfc6a090e48a1f6335f85ed,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.22
binance,ethereum,14730462,2022-05-07 14:59:39,0x9ded5f7e0d2c110d77bd414734b576526d274a28,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.21705943
binance,ethereum,14730462,2022-05-07 14:59:39,0x4f7b0082d5c0c7ad7d17a7ec6e74e4ab22fb12d9,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.17648332
binance,ethereum,14730462,2022-05-07 14:59:39,0x05fb4e9276d848e771166ccff5d02058e5f1df04,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.17193597
binance,ethereum,14730462,2022-05-07 14:59:39,0xee3202be3575f00c3a7219e7a53e41c6c94d427b,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.17062656
binance,ethereum,14730462,2022-05-07 14:59:39,0x9ed9eb503ae20a4607fee629d2993c8ce1f37263,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.13829256
binance,ethereum,14730462,2022-05-07 14:59:39,0x5c4ae3109b1009a74639274cbf0844c86b457c79,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.12904824
binance,ethereum,14730462,2022-05-07 14:59:39,0x7e2fa62b4f1977bfb4efd7ee9e7e7a0f0727fca6,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.12677502
binance,ethereum,14730462,2022-05-07 14:59:39,0x4e2077637e44d83d86f1097de43141fcca31bc42,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.12373053
binance,ethereum,14730462,2022-05-07 14:59:39,0x17d91df078202a2ecbeb56ace911fadcf8a9eab0,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.11556763
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x047c38505b39cd1d3e15b9704fe075b09e61bdbe,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.1
binance,ethereum,14730462,2022-05-07 14:59:39,0x5ec57a38d679c1233b1175e61b293e617fcb2f40,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.09587775
binance,ethereum,14730462,2022-05-07 14:59:39,0x361fe7cad0c641655639dbc3563a2ecc4972f970,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.09208523
gate,ethereum,14730462,2022-05-07 14:59:39,0x26362492c150ced54b5055cc7b917bca6e07ec95,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.091086
binance,ethereum,14730462,2022-05-07 14:59:39,0x1e4502d38746ac671f3e1cd9b31617612fc66e18,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.07525108
binance,ethereum,14730462,2022-05-07 14:59:39,0x13cbd6a95b0104524b1487016b8fa4f567fda84b,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.07161443
binance,ethereum,14730462,2022-05-07 14:59:39,0x8ea5a54c923e22ced4eef80e6551c1b0525dd553,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.06056088
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x163a7601e20c2312701548a203a2521ef2616b7f,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.037587
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x2ddd944d56f35eefbbfe44dc8054c3411d4bb34a,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1.002
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x76b6ff5d3b11ca0a2f3d236346a9b18a6ea4fa23,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xae5c016607952966cf66e98635c0b7fea4ddd86c,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xabee76c213029014525b6161890727ca74eea480,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x8744fcb91a817b1374f39b977f784a3d1223c353,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
binance,ethereum,14730462,2022-05-07 14:59:39,0x0f57295c61934e2a0d88a052589acc4d6ec1f1d8,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x55966cb264660c6642c93731da352ad57526f75e,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x75db765bf01d91ca99aacc2a5b016525540265a9,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x3c259c9663495b079dc943652862d19c706a8d02,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x814ce7333ab80ae20395288760ae43ded44644a6,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x0f488dd6b78a6211338cef4d74d00c357b23ff53,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x5500b35922a38be79612c0507197aef7a30c082d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x1fc92cbbf40cb24c451779022ef21037968fba5d,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xd74e25c1653bf0564bca5bbcc1813b5fb633b49a,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x9d5a1b5f0f3e39fd9779b1fc60a979b8094d7378,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xe19f0216e4ba3968e81b59e7732a4aaf25140606,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0x8d01da15d981283e4882edd1388efa2bc8c42804,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
coinbase,ethereum,14730462,2022-05-07 14:59:39,0xdd6bf85f3e2f27124a65c17927a321583ead50a9,Wrapped UST Token,0xa47c8bf37f92abed4a126bda807a7b7498661acd,UST,1
